song,artist,lyrics
look-at-me-now,lil-wayne,"I don't see how you can hate from outside of the club|-|You can't even get in|-|Hah-aha, leggo Yellow model chick|-|Yellow bottle sipping|-|Yellow Lamborghini|-|Yellow top missing|-|Yeah, yeah|-|That shit look like a toupee|-|I get what you get in 10 years, in two days|-|Ladies love me, I'm on my Cool J|-|If you get what I get, what would you say?|-|She wax it all off, Mr.Miyagi|-|And them suicide doors, Hari Kari Look at me now, look at me now|-|Oh, I'm getting paper|-|Look at me now|-|Oh, look at me now|-|Yeah, fresher than a motherfucker Lil nigga bigger than gorilla|-|'Cause I'm killing every nigga that come try to be on my shit|-|Better cuff your chick if you with her, I can get her|-|And she accidentally slip and fall on my dick|-|Oops I said on my dick|-|I ain't really mean to say on my dick|-|But since we talking about my dick|-|All of you haters say hi to it|-|I'm done Hell, Breezy|-|Let me show you how to keep the dice rolling|-|When you're doing that thing over there homie|-|Ay ay ay ay ay ay|-|Let's go!|-|'Cause I'm feeling like I'm running|-|And I'm feeling like I gotta get away, get away, get away|-|Better know that I don't and I won't ever stop|-|'Cause you know I gotta win everyday, day|-|Go!|-|See they really really wanna pop me|-|Blow!|-|Just know that you will never flop me|-|And I know that I can be a little cocky|-|Oh|-|You ain't never gonna stop me|-|Every time I come a nigga gotta set it, then I gotta go, and then I gotta get it|-|Then I gotta blow, and then I gotta shut out any little thing that nigga think that he be doing|-|'Cause it doesn't matter, 'cause I'm gonna dadadada|-|Then I'm gonna murder every thing and anything a badaboom a badabing|-|I gotta do a lot of things, to make it clearer to a couple niggas|-|That I always win and then I gotta get it again, and again, and then again And I be doing it to death and now I move a little foul|-|A nigga better call a ref, and everybody knows my style|-|And niggas know that I'm the best when it come to doing this|-|And I be banging on my chest, and I bang in the east, and I'm banging in the west|-|And I come to give you more and I will never give you less|-|You will hear it in the street or you can read it in the press|-|Do you really wanna know what's next? Let's go|-|See the way we on it and we all up in the race and you know|-|We gotta go, now try to keep up with the pace|-|And we struggle and I hustle and I set it and I get it|-|And we always gotta do it take it to another place|-|Gotta taste it and I gotta grab it|-|And I gotta cut all through this traffic|-|Just to be at the top of the throne|-|Better know I gotta have it, have it Look at me now, look at me now|-|Oh, I'm getting paper|-|Look at me now|-|Oh, look at me now|-|Yeah, fresher than a motherfucker Man fuck these bitch ass niggas, how y'all doin'?|-|I'm Lil Tunechi, I'm a nuisance, I go stupid, I go dumb like the 3 stooges|-|I don't eat sushi, I'm the shit, no I'm pollution, no substitution|-|Got a bitch that play in movies in my Jacuzzi, pussy juicy|-|I never gave a fuck about a hater, got money on my radar|-|Dress like a skater, got a big house, came with an elevator|-|You niggas ain't eatin', fuck it, tell a waiter|-|Marley said, ""Shoot 'em,"" and I said, ""OK""|-|If you want that bullshit then I'm like ""Olé""|-|I don't care what you say, so don't even speak|-|Your girlfriend a freak like Cirque Du Soleil|-|That's word to my flag, and my flag red|-|I'm out of my head, bitch I'm outta my mind, from the bottom I climb|-|You ain't hotter than mine, nope, not on my time and I'm not even trying|-|What's poppin' Slime? Nothin' five, and if they trippin' fuck 'em five|-|I ain't got no time to shuck and jive, these niggas as sweet as pumpkin pie|-|Ciroc and Sprite on a private flight,|-|Bitch I've been tight since ""Guiding light"",|-|And my pockets right, and my diamonds white|-|And my mamma's nice and my daddy's dead|-|You faggots scared 'cause I'm too wild, been here for a while|-|I was like fuck trial I puts it down|-|I'm so Young Money, if you got eyes look at me now, bitch Look at me now, look at me now|-|Oh, I'm getting paper|-|Look at me now|-|Oh, look at me now|-|Yeah, I'm fresher than a motherfucker Okay, okay|-|Is that right?|-|I'm fresher than a motherfucker."
self-destruction,lil-wayne,"Young Weezy Baby!|-|Aagghhhwooo!|-|She Got Her Bags By The Door Nob|-|Ok Be Cool Wait Baby Slow Down|-|Dont Walk Out Of That Door|-|Ooooh|-|I Dun Made Her Past Mad Now|-|Her Tears Fallin From Her Pourin On The Ground|-|I Aint Never Seen Her Like This Before.No|-|Now Im Feel Like Im Fallin|-|No One Here To Save Me|-|I Dont Wanna Die Alone|-|I Dont Wanna Live Alone|-|Hang Into This Shyt Together|-|We Gon Leave This Shyt Together|-|Baby Leave This Shyt Together!|-|But Im Sorry I Fucked Up!|-|Ahh|-|Yah I Fucked Up|-|(Yah I Fucked Up)|-|Yea I Kno I Fucked|-|And Now She Gone|-|And Thats Fucked Up [Chorus:]|-|And Now Im Headed For Self Destruction|-|I Dont Wanna Live No More|-|Self Destruction|-|I Dont Wanna Live No More|-|Self Destruction|-|I Dont Wanna Live No More Without U!|-|Yea Its A Suicidal Yea!|-|U Might See Me On The Side Of The Road|-|Keep Driving|-|You May See Me Jumping Into The Road|-|Keep Driving|-|Im Just Tryna Find The End Of The Road|-|Ok I Think Im Gonna Have To Send Her A Note|-|Along With A Rose|-|And That Rose Will Be Black|-|And That Note Attached Shall Read|-|""Im Gone""|-|""Honey Im Gone""|-|""I'd Rafter Be With God Before I Be Alone""|-|So From Heaven I Sing This Song|-|O Yea ""P.S. Honey Im Home"" And The Angels Even Look And Smell Like You|-|But There's No Angel Or Gal Like You|-|Man I Fucked Up (Man I Fucked Up)|-|Yaah I Fucked Up (Yaah I Fucked Up)|-|Yea I Kno I Fucked Up|-|And Now She Gone|-|And Thats Fucked Up [Chorus:]|-|And Now Im Headed For Self Destruction|-|I Dont Wanna Live No More|-|Self Destruction|-|I Dont Wanna Live No More|-|Self Destruction|-|I Dont Wanna Live No More Without U!|-|Yea Its A Suicidal And If I Cant Have You And I|-|Its A Suicide|-|For You I'll Cry|-|And If I Cant Have You|-|Im Through I'll Die|-|And If U Hear Me Say Down (Down) Down (Down) Down|-|Man I Swear I Said Down (Down) Down (Down) Down|-|And Dont You Leave!|-|(No Dont Leave Me)|-|U Hear Me Cryin Like|-|(Oooooooooooooooooooo)|-|Woooh|-|She Got Her Bags By The Door Nop|-|Wait Baby Slow Down|-|Dont Walk Out Of That Door|-|Nooo!|-|I Dun Made Her Past Mad Now!|-|Her Tears Fallin From Her Pourin On The Ground|-|I Aint Never Seen Her Like This Before!|-|And Now It Feels Like Im Fallin!|-|No One Here To Save Me!|-|I Dont Wanna Die Alone!|-|I Dont Wanna Live Alone!|-|I Dont Wanna Be Alone!|-|I Dont Wanna Be Alone|-|So Now Im Headed For Self Destruction|-|I Dont Wanna Live No More"
i'm-a-go-getta,lil-wayne,"Michael phelps this for you baby,|-|Im goin for the gold|-|my heart is in control,|-|My mind is on succeed|-|and i am in the lead|-|dont buy into the skeems the science or stratege|-|just giant N U T's|-|branks tryin in belief, im a lion|-|on redeem, expired by the green|-|never tired nor fatigue|-|never defiant to my team|-|never lien on the thing until|-|im lyin on the thing|-|hooked to wires n things imma die as|-|a king, if i dont do it now imma try it again|-|and when i do accomplish it ima try it again|-|ima riot insane|-|im a lion my mane hangs down to my strains|-|and their tied to the game,|-|I stay dry when it rain im tired of the fame|-|Got everything to gain and im proud of the pain|-|the pride and the plain the wise and the strange|-|denied by the sane beside were the same|-|whose guidin the train,|-|whose flyin the plane,|-|whose drivin the lane,|-|who dies when it bang,|-|who fires when it bang,|-|who lies in the aim,|-|two lives in the drain,|-|who cries when they sang,|-|you hide but you cant|-|you hide but you aint|-|i advise you to thank you dont|-|find what you cant|-|revive what you tank survive what u paint|-|supersize what u shrink,|-|the fries and the drink,|-|admired as a saint,|-|defined by my rank,|-|combined with my strength,|-|my time and my length,|-|ima iron out the kinks,|-|yes im on the brink,|-|and in the eye ima wink|-|ima retire in a bank,|-|yeahhhhhhhhh|-|and im no quita cuz im a go im a go im a go getta,|-|no im no quita|-|cuz im a go im a go im a go getta|-|yeahhhhhhhh,|-|im gone get it, im im gone get it, im im gone get it yeahhhhhh, cuz im a go ima go ima go getta,|-|victory consistently train all year to be the|-|enemies misery,|-|no stress visably neither does it enter me|-|I think positively,|-|you cant harm me mentally,|-|not physically not spiritually|-|you never get rid of me i am the epitome if this is|-|what u did to me nothins what u did for me,|-|nothins what u give to me,|-|i take whatever im visioning|-|i break all of the limitings|-|i shake all of the gimicking the fakery the trickery|-|nurse how sick is he worst im sickening,|-|i'll be at the finish line first how quick is he,|-|ima make sure they mention me for the next century,|-|ain with the bickering im full of dignity,|-|im full of energy pull out the inner me|-|a bull after dinner meat|-|i stood in the winter heat,|-|it could be the end of me but good be defendin me,|-|yeahhhhhhhhhhhh,|-|and im not quita im a go im a go ima go getta|-|yeahhhhhhhhhhhh,|-|and im no quita im a go im a go im a go gettaaa,|-|and im no quita cuz im a go ima go im a go getta,|-|yeahhhh|-|im allergic to cheatin|-|and i hate failure and i am in love with|-|achievement above and beneath it|-|a hug when i greet it|-|my eyes on the prize and i love when i seek it|-|done with the speakin begun with the preachin|-|I pray until i am one with the deacon|-|i play until i have won whatever we win|-|i play until i have won and then i rewin|-|yeahhhhhhhhhhhhhhhh,|-|and im no quitaaaaaaaaaa,|-|im a go im a go im a go getta,|-|yeahhhhhh,|-|and im no quitta|-|im a go im a go im a go gettaaaa,|-|im gon get it ye im gon get it ye im gon get it,|-|yeahhhhhh|-|and im no quita,|-|im a go im a go im a go getta|-|yeahhhhhhh|-|im no quitta im a go im a go im a go getta|-|yeahhh|-|and im no quita|-|cuz im a go im a go im a go gettaaa|-|im no quittaaaaaaaaaaaaaaaaaaaaaaa"
right-above-it,lil-wayne,"Now tell me how you love it|-|You know you at the top when only heaven's right above it|-|We onnn, cause we onnnnn Who else really tryna fuck with Hollywood Cole? I'm with Marley G bro|-|Flying Hollygrove chicks to my Hollywood shows|-|And I wanna tell you something that you prolly should know|-|This that Slumdog Millionaire Bollywood flow|-|And uhhhh, my real friends never hearin' from me|-|Fake friends write the wrong answers on the mirror for me|-|That's why I pick and choose, I don't get shit confused|-|I got a small circle, I'm not with different crews|-|We walk the same path, but got on different shoes|-|Live in the same building, but we got different views|-|I got a couple cars I never get to use|-|Don't like my women single, I like my chicks in twos|-|And these days all the girls is down to roll|-|I hit the strip club and all them bitches find a pole|-|Plus I been sippin' so this shit is movin' kinda slow|-|Just tell my girl to tell her friend that it's time to go Now tell me how you love it You know you at the top when only heaven's right above it|-|We onnn|-|It's Young Money motherfucker|-|If you ain't runnin' with it, run from it motherfucker|-|Alright|-|Now somebody show some money in this bitch And I got my B's with me like some honey in this bitch, ya dig?|-|I got my gun in my boo purse And I don't bust back because I shoot first|-|Meet me on the fresh train|-|Yes I'm in the building, you just on the list of guest names|-|And all of my riders do not give a fuck, X Games|-|Guns turn you boys into pussies, sex change|-|And I smoke 'til I got chest pains|-|And you niggas know I rep my gang like Jesse James|-|Women are possessive, and they wanna possess Wayne|-|I been fly so long I fell asleep on the fuckin' plane|-|Skinny pants and some Vans|-|Call me Triple A, get my advance in advance, Amen|-|As the world spin and dance in my hands|-|Life is a beach, I'm just playin' in the sand Uh, wake up and smell the pussy|-|You niggas can't see me, but never overlook me|-|I'm on a paper trail, it ain't no tellin' where it took me Yeah, and I ain't a killer but don't push meeeee|-|Now tell me how you love it|-|You know you at the top when only heaven's right above it|-|We onnn It's Young Money motherfucker|-|If you ain't runnin' with it, run from it motherfucker|-|Alright|-|Now somebody show some money in this bitch And I got my B's with me like some honey in this bitch, ya dig?|-|I got my gun in my boo purse|-|And I don't bust back because I shoot first|-|Uhh, how do he say what's never said?|-|Beautiful black woman, I bet that bitch look better red|-|Limpin' off tour cause I made more off my second leg|-|Motherfuckin' Birdman Junior, eleventh grade|-|Ball on automatic start|-|I could hand it to Drake or do a quarterback draw|-|Wildcat offense, check the paw prints|-|We in the building, you niggas in apartments|-|Uh, no-now c'mon be my blood donor Flow so nice, you ain't gotta put a rug on her|-|Do it big and let the small fall under that|-|Damn, where you stumbled at?|-|From where they make gumbo at|-|Kane got the fuckin' beat jumpin' like a jumping jack And you know me, I get on this bitch and have a heart attack|-|Hip Hop I'm the heart of that, nigga nothin' short of that|-|President Carter, Young Money Democrat|-|Uhh|-|Now tell me how you love it|-|You know you at the top when only heaven's right above it|-|We onnn|-|It's Young Money motherfucker|-|If you ain't runnin' with it, run from it motherfucker|-|Alright|-|Now somebody show some money in this bitch (yeah)|-|And I got my B's with me like some honey in this bitch, ya dig? (soo woo)|-|And I got my gun in my boo purse (5 Star)|-|And I don't bust back because I shoot first (yeahh, alright)|-|Yeahh|-|We onnn|-|Young Mu-Young Mula babyyy"
money-in-my-pocket-remix,lil-wayne,"[Short Dawg - Hook]|-|See, see I'm steppin' out froze|-|Louie on my toes|-|All this money in my pocket got these hoes on the pole|-|Money in my pocket got these hoes on the pole|-|Money in my pocket got them hoes on the pole|-|Now my stacks don't fold|-|I got too much to hold|-|All this money in my pocket got them hoes on the pole|-|Money in my pocket got them hoes on the pole|-|Money in my pocket got them hoes on the pole [Short Dawg - Verse 1]|-|Now holla for a dollar, act strange for the change|-|Thats my n-gga Gudda Gudda, yeah he came in the Range|-|My homie, Mack Maine with (?) and the chains|-|And me I'm so fly, I swear I came in a plane then landed in a lot|-|Smooth like grease, laughing at the pop, you should chews like teeth?|-|Fresh outfit boy, came to shut it down|-|And it's only gon be worn once, like a wedding gown|-|Somebody tell the town Short Dawgs in the annex|-|Pistol on my hip and I pop it like Xanex|-|Got the (?) cause we got the hoes drippin'|-|You see I'm ballin' like Jordan you just a Scottie Pippen|-|Catch you slipping, then you better go and get ya boys|-|I get em work, my money longer than extension cords|-|Tell them runts I got some game I can sell 'em|-|I walk up on her, while she with them lames and I tell her [Hook]|-|See, see I'm steppin' out froze|-|Louie on my toes|-|All this money in my pocket got these hoes on the pole|-|Money in my pocket got these hoes on the pole|-|Money in my pocket got them hoes on the pole|-|Now my stacks don't fold|-|I got too much to hold|-|All this money in my pocket got them hoes on the pole|-|Money in my pocket got them hoes on the pole|-|Money in my pocket got them hoes on the pole [Short Dawg - Verse 2]|-|It's young Elvis Freshly in the four door European|-|And the tint dark as coffee, a n-gga feeling bossy|-|Pulling hoes like a tooth and it's hard to get em off me|-|I'm a stunna like the CEO of Cash Money records|-|The Louie V rag got me chequered with the matching kicks|-|Grinnin' at your chick, the surp got me leaning like 10 after 6|-|Therefore I tell her, go on buss it open|-|Goin buss it open, they call me short dawg but no I aint from Oakland|-|My money so tall that you gon have to climb it|-|If she know how to rewind it, trust me I'm gon change the climate|-|And then I get behind it like I'm tryna do the heimlich|-|She heard that I be rhyming and I'm balling like Kurt Heinrich|-|She's looking for some love, but over here she will not find it|-|So get down on your knees, you're int he presence of Your Highness [Hook]|-|See, see I'm steppin' out froze|-|Louie on my toes|-|All this money in my pocket got these hoes on the pole|-|Money in my pocket got these hoes on the pole|-|Money in my pocket got them hoes on the pole|-|Now my stacks don't fold|-|I got too much to hold|-|All this money in my pocket got them hoes on the pole|-|Money in my pocket got them hoes on the pole|-|Money in my pocket got them hoes on the pole [Lil Wayne]|-|Tunechi in this bitch, fresh watch me do it|-|Bitches know I ball, I go HAM, Cam Newton|-|Shorty on the pill, get this hoe some fluids|-|And if that bitch bad, I put her on my todo list|-|See I step up in this bitch like a gamma, get ya camera's|-|Money on the table bitch, respect my table manners|-|Young Money the shit, did you get the memorandom|-|And these other n-ggas think they fly (?)|-|Haa, What you doing?|-|I'm throwing money, they take too long with the ones|-|F-ck It, I'll start throwing hundreds|-|Gollum n-ggas aint spending shit, they tippin' on a budget|-|Man, they pockets getting skinny, what that is Jennifer Hudson|-|Order a bottle and I drink it til its hollow|-|And my coupe is a 2 seater so you bitches gotta follow|-|Now buss it open backwards like the doors on a Rolls|-|I got money in my pocket, I got hoes on pause [Hook]|-|See, see I'm steppin' out froze|-|Louie on my toes|-|All this money in my pocket got these hoes on the pole|-|Money in my pocket got these hoes on the pole|-|Money in my pocket got them hoes on the pole|-|Now my stacks don't fold|-|I got too much to hold|-|All this money in my pocket got them hoes on the pole|-|Money in my pocket got them hoes on the pole|-|Money in my pocket got them hoes on the pole"
oxy-cotton,lil-wayne,"[Lil Whyte]|-|Go on and slip me two Xanax bars, I'm ready to get fool|-|5th o' crown to wash it down, I'm downtown snappin' rolls|-|Ain't no shame up in my game, in fact I'm mentally deranged|-|Oxycontin in my system, man I'm feelin' kinda strange|-|Watch me choke about this dope, blueberry from Texas|-|You wanna get up in rotation that's too bad 'cause I'm stressin'|-|Right now it's 1:30 a.m., 11 Percocets just entered me|-|15 min from this second I'll be crawlin' on my knees|-|Laughin' at the crowd of all the clowns that be surroundin' me|-|Take another Lortab to calm me down and let me see|-|Body be relaxed, muscles be loose and you have stopped the pain|-|No more bitchin' 'bout your day at work and drivin' in the rain|-|Put up with the fussin' and discussion I plant in yo brain|-|Hypnotizin' minds like all the rest but I come through the vein|-|Take a chill pill and slow me down to get back in the game|-|Gotta be up on yo P's and Q's to even feel it mane [Chorus X2]|-|Oxycontin, Xanax bars, Percocets, and Lortabs|-|Valiums, Morhpine Patches, Ecstasy, and it's all up for grab|-|Whatcha want, whatcha need, hit me up I gotcha mane|-|whatcha want, whatcha need, hit me up I gotcha mane [Lord Imfamous]|-|Scarecrow, Scarecrow what's that ya poppin'?|-|A powerful pill they call Oxycontin|-|But it'so tiny, yeah it got you draggin'|-|Haven't you heard big things come in small packages|-|I prefer the orange ones with the black OC|-|Take two and you cannot move from outcha seat|-|Some people melt 'em down in a needle and shoot 'em up|-|But I pop 'em with Seroquel like glue, I am stuck [Crunchy Blac]|-|See I'ma pill popper, so I'ma keep poppin' em|-|Gimme 20 Xanax and I'ma start droppin' em|-|They ain't no stoppin' him, when they in my system|-|Mane I really miss 'em, can you help me get 'em|-|I heard you have Clidina, on that fuckin' pill shed|-|Gimme some fuckn Ec' - gimme some Percocets|-|I need me some four bar, so I can break down|-|'Cause a nigga like me 'finna take it to funky town [Chorus X2]|-|Oxycontin, Xanax Bars, Percocets and Lortabs|-|Valiums, Morphine Patches, Ecstacy and it's all up for grab|-|Whatcha want, what'cha need, hit me up I gotcha mane|-|Whatcha want, what'cha need, hit me up I gotcha mane"
john,lil-wayne,"Fo' fo' bulldog, my motherfucking pet|-|I point it at you and tell that motherfucker fetch|-|I'm fucking her good, she got her legs on my neck|-|I get pussy, mouth and ass, call that bitch triple threat|-|When I was in jail she let me call her collect|-|But if she get greedy, I'ma starve her to death|-|Top down, it's upset been fucking the world and nigga and I ain't cum yet!|-|You fuck with me wrong, I knock your head off your neck|-|The flight too long, I got a bed on the jet|-|The guns are drawn and I ain't talking bout a sketch|-|I pay these niggas with a reality check|-|Prepare for the worst but still praying for the best|-|This game is a bitch I got my hand up her dress|-|The money don't sleep so Weezy can't rest|-|An AK47 is my fucking address, huh I'm not a star, somebody lied|-|I got a chopper in the car|-|I got a chopper in the car|-|I got a chopper in the car Load up the choppers like it's December 31st|-|Roll up and cock it and hit them niggas where it hurts|-|If I die today, remember me like John Lennon|-|Buried in Louie, I'm talking all brown linen, huh Big black niggas, and an icey watch|-|Shoes on the coupe, bitch I got a Nike shop|-|Counts the profits you could bring 'em in a Nike box|-|Grinding in my Jordans kick em off they might be hot, swish!!|-|I'm swimming in the yellow bitch, boss|-|In the red 9-11 looking devilish|-|Red beam make a bitch nigga sit down|-|Thought it were bullet proof 'til he got hit the fifth time|-|Drop Palmolive in a nigga dope|-|Make it come back even harder than before|-|Baby I'm the only one that paid your car notes|-|Well connected, got killers off in Chicago I'm not a star, somebody lied|-|I got a chopper in the car|-|I got a chopper in the car|-|I got a chopper in the car Load up the choppers like it's December 31st|-|Roll up and cock it and hit them niggas where it hurts|-|If I die today, remember me like John Lennon|-|Buried in Louis, I'm talking all brown linen, huh Talk stupid get ya head popped|-|I got that Esther, bitch I'm red fox|-|Big bee's, Red Sox|-|I get money to kill time, dead clocks|-|Your fucking with a nigga who don't give a fuck|-|Empty the clip than roll a window up|-|Pussy niggas sweet, you niggas Cinnabon|-|I'm in a red bitch, she said she finna cum|-|200 thou on a chain, I don't need a piece|-|That banana clip, let chiquita speak|-|Dark shades, Eazy E|-|Five letters, YMCMB|-|Bitch ass nigga, pussy ass nigga|-|I see ya looking, what ya looking at nigga|-|You know the rules, kill em all and keep moving|-|If I died today it'd be a holiday I'm not a star, somebody lied|-|I got a chopper in the car|-|So don't make it come alive|-|Rip yo ass apart than I put myself together|-|YMCMB, double M, we rich forever|-|The bigger the bullet the more that bitch gonna bang|-|Red on the wall, Basquiat when I paint|-|Red Lamborghini 'til I gave it to my bitch|-|My first home invasion, papi gave me 40 bricks|-|Son of a bitch, then I made a great escape|-|Ain't it funny momma, only son be baking cakes|-|Pull up in the sleigh, hop out like I'm Santa Claus|-|Niggas gather round, got gifts for all of y'all|-|Take it home and let it bubble that's the double up|-|If you get in trouble that just mean you fucking up|-|It's a cold world I need a bird to cuddle up|-|I call the plays, motherfucker huddle up I'm not a star, somebody lied,|-|I got a chopper in the car|-|Yeah"
got-money,lil-wayne,"Yeah, yeah!|-|I need a Winn-Dixie grocery bag full of money (whoo!)|-|Right now to the VIP section (whoo!)|-|You got Young Mula in the house tonight, baby (yeah!)|-|Yeah, haha, yeah, Young (ay-hey)|-|Young, Young, Young, Young Mula baby! If you got money (yeah) and you know it (yeah)|-|Then take it out your pocket and show it then throw it like|-|(Fly!) This-a-way (fly!) that-a-way|-|(Fly!) This-a-way (fly!) that-a-way|-|If you getting mugged from everybody you see|-|Then hang over the wall of the VIP like|-|(Fly!) This-a-way (fly!) that-a-way|-|(Fly!) This-a-way (fly!) that-a-way Now I was bouncing through the club|-|She love the way I diddy-bop|-|I see her boyfriend hatin' like a city cop|-|Now I ain't never been a chicken but my fifty cocked|-|Say I ain't never been a chicken but my semi cocked|-|Now where your bar at? I'm tryna rent it out|-|And we so bout it bout it, now what are you about?|-|DJ showin love he say my name when the music stop|-|""Young Money, Lil Wayne"" then the music drop|-|I make it snow, I make it flurry|-|I make it all back tomorrow, don't worry|-|Yeah, it's young Wayne on the hoes|-|A.K.A Mr. Make-It-Rain-On-Them-Hoes|-|Young Money If you got money (yeah) and you know it (yeah)|-|Then take it out your pocket and show it then throw it like|-|(Fly!) This-a-way (fly!) that-a-way|-|(Fly!) This-a-way (fly!) that-a-way|-|If you getting mugged from everybody you see|-|Then hang over the wall of the VIP like|-|(Fly!) This-a-way (fly!) that-a-way|-|(Fly!) This-a-way (fly!) that-a-way (Streets!)|-|It go one for the money, two for the show|-|Now clap your hands if you got a bank roll (Chris)|-|Like some clap on lights in this bitch|-|I'mma be clappin all night in this bitch|-|Lights off, mask on|-|Creep silent, she smiling|-|He muggin, who cares|-|Cause my goons, are right here|-|Like it's nothing, to a big dog|-|And I'm a Great Dane, I wear 8 chains|-|I mean so much ice, they yell, ""Skate, Wayne!""|-|She wanna fuck Weezy but she wanna rape Wayne|-|(And I'mma let her) If you got money (yeah) and you know it (yeah)|-|Then take it out your pocket and show it then throw it like|-|(Fly!) This-a-way (fly!) that-a-way|-|(Fly!) This-a-way (fly!) that-a-way|-|If you getting mugged from everybody you see|-|Then hang over the wall of the VIP like Okay, it's young Wayne on these hoes|-|A.K.A Mr. Make-it-Rain-On-Them-Hoes|-|Like ayyy! And everybody say|-|Mr. Rainman can we have a rainy day?|-|Bring an umbrella, please bring an umbrella|-|'Ella, 'ella, 'ella, ayyy!|-|Bitch ain't shit but a ho and a trick|-|But you know it ain't trickin if you got it|-|You know we ain't fuckin if you not thick|-|And I'll cool your ass down if you think you're hot shit|-|So Rolex watch this, I do it, four, five, six|-|My click-clack goes the black four-fifth|-|And just like it I'll blow that shit|-|Cause bitch I'm the bomb like tick, tick|-|BIATCH! If you got money (yeah) and you know it (yeah)|-|Then take it out your pocket and show it then throw it like|-|(Fly!) This-a-way (fly!) that-a-way|-|(Fly!) This-a-way (fly!) that-a-way|-|If you getting mugged from everybody you see|-|Then hang over the wall of the VIP like|-|(Fly!) This-a-way (fly!) that-a-way|-|(Fly!) This-a-way (fly!) that-a-way Yeah, it's young Wayne on the hoes|-|AKA Mr. Make-It-Rain-On-Them-Hoes|-|Yeah, young Wayne on the hoes|-|Make a stripper fall in love, T-Pain on them hoes|-|Uh-huh... um, Young Mula baby"
3-peat,lil-wayne,"Yessir! They can't stop me, even if they stopped me|-|I'm on it, ooh, I'm on it|-|I'm so on it, and however you want it|-|You can get it tonight ho, and all night ho|-|I get the beat from (Maestro), fuckin' right ho I might go crazy on these niggas, I don't give a motherfuck|-|Run up in a nigga house and shoot his grandmother up|-|What! What! I don't give a motherfuck|-|Getcha baby kidnapped and ya baby-mother fucked|-|It's tha Carter 3, bitch, better put your supper up|-|Hollygrove I throw it up like I'm trying to lose my gut|-|Fuck is up? Beat him up like a million uppercuts|-|Got a million duffled up for the fuck of it, shit|-|Get on my level? you can't get on my level|-|You would need a space shuttle or a ladder that's forever|-|However, I'm better, if not now then never|-|Don't you ever fix your lips unless you bout to suck my dick, bitch!|-|Swallow my words, taste my thoughts|-|And if it's too nasty, spit it back at me|-|2 more inches, I'd have been in that casket|-|According to the doctor I could have died in traffic|-|Bounce right back on them bitches like Magic|-|Abracadabra I'm up like Viagra|-|I just do this shit for my clique like Adam Sandler|-|I control hip-hop and I'mma keep it on my channel|-|Watch me, bitch, watch me|-|Bitch watch me! But they cannot see me|-|Like Hitler, it's the New Orleans Nightmare|-|Money so old it's growing white hair|-|Young Money, baby, yeah we right here|-|I'mma make sure we ball 'til we fall like tears|-|And mama, don't cry, your son can handle his|-|I got her out the hood and put her in the hills|-|Yeah, when I was 14, I told my mom we will see better days|-|And sure enough I got Miss Cita in a better place|-|When I was 14 I told my mom we will see better days|-|And sure enough, we did exactly what I say|-|I told my girl ""when you fuck me, better fuck me good|-|Cause if another girl could, she gonna fuck me good""|-|No sitting at the table if you bringing nothing to it|-|And I get straight to it like it's nothing to it|-|Yeah, I got game like Stuart Scott|-|Fresh out the ESPN shop|-|And when SportsCenter poppin' everything stoppin'|-|But you can't fool me, I know what you watching|-|Me! You watch me, you watch me, cause I be|-|Weezy, must see, T.V, C3|-|Nigga that's me and I'm me, I'm me times 3|-|So retreat or suffer defeat|-|I'm back 3-peat, C3"
knockout,lil-wayne,"Uh!|-|Yeahh...|-|Oh!|-|Yeah. Hey Barbie!|-|Ah ah ahh,|-|Are you into black man?|-|Hey Barbie,|-|Can I be your black Ken,|-|Whoa! Cause when she goes back you never go back,|-|She wear her hair black,|-|With curls on her back,|-|The she threw that ass back back back,|-|Then I fell to the matt and I said ""Eh!"" then everything went black! Baby 1 2 3,|-|Tell 'em get the referee,|-|Cause he can, he can, get the knock out (get the knock out)|-|Hit the telephone please, it's an emergency|-|Cause he can, he can, get the knock out (get the knock out) Hey Barbie, can I call you Barbara?|-|Hey Barbie, can I call you tomorrow and today?|-|Cause when she goes black you never go back,|-|And when she go Wayne everybody else is whack,|-|The she threw that ass back back back,|-|Then I fell to the matt and I said ""Eh!"" then everything went black! Baby 1 2 3,|-|Tell 'em get the referee,|-|Cause he can, he can, get the knock out (the knock out)|-|Hit the telephone please, it's an emergency|-|Cause he can, he can, get the knock out (the knock out) Oh fuck it! Get me that damn bucket!|-|Whe-when I throw this pussy you better not start duckin',|-|Oh yo! Hit-hit 'em with the blow!|-|Look-look at the crowd, and everybody yelling ""Oh!""|-|Grab him by his locks and give us a good box,|-|Then hit-him below the belt, I wanna give him some good top,|-|Top-top give 'em good top, hit 'em below the belt, want 'em to give him good top,|-|1 2 3 they yelling 1 2 3, I would had hit 'em wit' that motherfucking|-|Cart 2 piece', tell 'em to tell 'em to mop out, to late to cop out,|-|Give them little head then tooth paste thats a knockout! Baby 1 2 3,|-|Tell 'em get the referee,|-|Cause he can, get the knock out (knock out)|-|Hit the telephone please, it's an emergency|-|Cause he can, get the knock out So just knock me out!|-|So just knock me out!|-|Damn, just knock me out!|-|So just knock me out!|-|Just knock me out!|-|Just knock me out!|-|Just knock me out!|-|Just knock me out!"
